epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.05,0,,,,,,,
0,,49,,0.0058795069344341755,,,,,
0,,99,,0.007716595195233822,,,,,
0,,149,,0.00814079400151968,,,,,
0,,199,,0.007707376964390278,,,,,
0,,249,,0.006347826682031155,,,,,
0,,299,,0.006380601320415735,,,,,
0,,322,,,0.01631949283182621,1.1715748310089111,0.021555323153734207,1.7158608436584473,0.009030348621308804
0,,322,0.008008814416825771,,,,,,
,0.05,323,,,,,,,
1,,349,,0.008583535440266132,,,,,
1,,399,,0.008626144379377365,,,,,
